"regionname","species","location","locationtype","cuid","parameter","datavalue"
"Vancouver Island & Mainland Inlets","Lake sockeye","Muchalat","Conservation Unit","961","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Muchalat","Conservation Unit","961","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Muriel","Conservation Unit","962","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Muriel","Conservation Unit","962","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Muriel","Conservation Unit","962","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Muriel","Conservation Unit","962","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Muriel","Conservation Unit","962","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nahwitti","Conservation Unit","938","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nahwitti","Conservation Unit","938","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nahwitti","Conservation Unit","938","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nahwitti","Conservation Unit","938","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nahwitti","Conservation Unit","938","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nimpkish","Conservation Unit","939","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nimpkish","Conservation Unit","939","dq_score","14"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nimpkish","Conservation Unit","939","survey_coverage","5"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nimpkish","Conservation Unit","939","survey_execution","5"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nimpkish","Conservation Unit","939","survey_quality","4"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nitinat","Conservation Unit","963","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nitinat","Conservation Unit","963","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nitinat","Conservation Unit","963","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nitinat","Conservation Unit","963","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Nitinat","Conservation Unit","963","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","O'Connell","Conservation Unit","964","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","O'Connell","Conservation Unit","964","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","O'Connell","Conservation Unit","964","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","O'Connell","Conservation Unit","964","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","O'Connell","Conservation Unit","964","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Park River","Conservation Unit","966","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Park River","Conservation Unit","966","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Park River","Conservation Unit","966","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Park River","Conservation Unit","966","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Park River","Conservation Unit","966","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Phillips","Conservation Unit","932","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Phillips","Conservation Unit","932","dq_score","13"
"Vancouver Island & Mainland Inlets","Lake sockeye","Phillips","Conservation Unit","932","survey_coverage","5"
"Vancouver Island & Mainland Inlets","Lake sockeye","Phillips","Conservation Unit","932","survey_execution","5"
"Vancouver Island & Mainland Inlets","Lake sockeye","Phillips","Conservation Unit","932","survey_quality","3"
"Vancouver Island & Mainland Inlets","Lake sockeye","Power","Conservation Unit","967","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Power","Conservation Unit","967","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Power","Conservation Unit","967","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Power","Conservation Unit","967","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Power","Conservation Unit","967","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Quatse","Conservation Unit","941","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Quatse","Conservation Unit","941","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Quatse","Conservation Unit","941","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Quatse","Conservation Unit","941","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Quatse","Conservation Unit","941","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Sakinaw","Conservation Unit","933","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Sakinaw","Conservation Unit","933","dq_score","15"
"Vancouver Island & Mainland Inlets","Lake sockeye","Sakinaw","Conservation Unit","933","survey_coverage","5"
"Vancouver Island & Mainland Inlets","Lake sockeye","Sakinaw","Conservation Unit","933","survey_execution","5"
"Vancouver Island & Mainland Inlets","Lake sockeye","Sakinaw","Conservation Unit","933","survey_quality","5"
"Vancouver Island & Mainland Inlets","Lake sockeye","Schoen","Conservation Unit","942","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Schoen","Conservation Unit","942","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Schoen","Conservation Unit","942","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Schoen","Conservation Unit","942","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Schoen","Conservation Unit","942","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Shushartie","Conservation Unit","943","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Shushartie","Conservation Unit","943","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Shushartie","Conservation Unit","943","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Shushartie","Conservation Unit","943","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Shushartie","Conservation Unit","943","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Sproat","Conservation Unit","969","catch_quality","3"
"Vancouver Island & Mainland Inlets","Lake sockeye","Sproat","Conservation Unit","969","dq_score","3"
"Vancouver Island & Mainland Inlets","Lake sockeye","Sproat","Conservation Unit","969","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Sproat","Conservation Unit","969","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Sproat","Conservation Unit","969","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Tzoonie","Conservation Unit","935","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Tzoonie","Conservation Unit","935","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Tzoonie","Conservation Unit","935","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Tzoonie","Conservation Unit","935","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Tzoonie","Conservation Unit","935","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Vernon","Conservation Unit","976","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Vernon","Conservation Unit","976","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Vernon","Conservation Unit","976","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Vernon","Conservation Unit","976","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Vernon","Conservation Unit","976","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","William-Brink","Conservation Unit","970","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","William-Brink","Conservation Unit","970","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","William-Brink","Conservation Unit","970","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","William-Brink","Conservation Unit","970","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","William-Brink","Conservation Unit","970","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Woss","Conservation Unit","944","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Woss","Conservation Unit","944","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Woss","Conservation Unit","944","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Woss","Conservation Unit","944","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Woss","Conservation Unit","944","survey_quality","0"
"Vancouver Island & Mainland Inlets","Pink (even)","Georgia Strait (even)","Conservation Unit","917","catch_quality","3"
"Vancouver Island & Mainland Inlets","Pink (even)","Georgia Strait (even)","Conservation Unit","917","dq_score","15"
"Vancouver Island & Mainland Inlets","Pink (even)","Georgia Strait (even)","Conservation Unit","917","survey_coverage","4"
"Vancouver Island & Mainland Inlets","Pink (even)","Georgia Strait (even)","Conservation Unit","917","survey_execution","4"
"Vancouver Island & Mainland Inlets","Pink (even)","Georgia Strait (even)","Conservation Unit","917","survey_quality","4"
"Vancouver Island & Mainland Inlets","Pink (even)","Northwest Vancouver Island (even)","Conservation Unit","919","catch_quality","0"
"Vancouver Island & Mainland Inlets","Pink (even)","Northwest Vancouver Island (even)","Conservation Unit","919","dq_score","0"
"Vancouver Island & Mainland Inlets","Pink (even)","Northwest Vancouver Island (even)","Conservation Unit","919","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Pink (even)","Northwest Vancouver Island (even)","Conservation Unit","919","survey_execution","0"
"Vancouver Island & Mainland Inlets","Pink (even)","Northwest Vancouver Island (even)","Conservation Unit","919","survey_quality","0"
"Vancouver Island & Mainland Inlets","Pink (even)","Southern Fjords (even)","Conservation Unit","920","catch_quality","3"
"Vancouver Island & Mainland Inlets","Pink (even)","Southern Fjords (even)","Conservation Unit","920","dq_score","12"
"Vancouver Island & Mainland Inlets","Pink (even)","Southern Fjords (even)","Conservation Unit","920","survey_coverage","2"
"Vancouver Island & Mainland Inlets","Pink (even)","Southern Fjords (even)","Conservation Unit","920","survey_execution","4"
"Vancouver Island & Mainland Inlets","Pink (even)","Southern Fjords (even)","Conservation Unit","920","survey_quality","3"
"Vancouver Island & Mainland Inlets","Pink (even)","West Vancouver Island (even)","Conservation Unit","918","catch_quality","0"
"Vancouver Island & Mainland Inlets","Pink (even)","West Vancouver Island (even)","Conservation Unit","918","dq_score","0"
"Vancouver Island & Mainland Inlets","Pink (even)","West Vancouver Island (even)","Conservation Unit","918","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Pink (even)","West Vancouver Island (even)","Conservation Unit","918","survey_execution","0"
"Vancouver Island & Mainland Inlets","Pink (even)","West Vancouver Island (even)","Conservation Unit","918","survey_quality","0"
"Vancouver Island & Mainland Inlets","Pink (odd)","East Howe Sound-Burrard Inlet (odd)","Conservation Unit","921","catch_quality","3"
"Vancouver Island & Mainland Inlets","Pink (odd)","East Howe Sound-Burrard Inlet (odd)","Conservation Unit","921","dq_score","3"
"Vancouver Island & Mainland Inlets","Pink (odd)","East Howe Sound-Burrard Inlet (odd)","Conservation Unit","921","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Pink (odd)","East Howe Sound-Burrard Inlet (odd)","Conservation Unit","921","survey_execution","0"
"Vancouver Island & Mainland Inlets","Pink (odd)","East Howe Sound-Burrard Inlet (odd)","Conservation Unit","921","survey_quality","0"
"Vancouver Island & Mainland Inlets","Pink (odd)","East Vancouver Island-Johnstone Strait (odd)","Conservation Unit","923","catch_quality","3"
"Vancouver Island & Mainland Inlets","Pink (odd)","East Vancouver Island-Johnstone Strait (odd)","Conservation Unit","923","dq_score","15"
"Vancouver Island & Mainland Inlets","Pink (odd)","East Vancouver Island-Johnstone Strait (odd)","Conservation Unit","923","survey_coverage","4"
"Vancouver Island & Mainland Inlets","Pink (odd)","East Vancouver Island-Johnstone Strait (odd)","Conservation Unit","923","survey_execution","5"
"Vancouver Island & Mainland Inlets","Pink (odd)","East Vancouver Island-Johnstone Strait (odd)","Conservation Unit","923","survey_quality","3"
"Vancouver Island & Mainland Inlets","Pink (odd)","Georgia Strait (odd)","Conservation Unit","922","catch_quality","3"
"Vancouver Island & Mainland Inlets","Pink (odd)","Georgia Strait (odd)","Conservation Unit","922","dq_score","14"
"Vancouver Island & Mainland Inlets","Pink (odd)","Georgia Strait (odd)","Conservation Unit","922","survey_coverage","3"
"Vancouver Island & Mainland Inlets","Pink (odd)","Georgia Strait (odd)","Conservation Unit","922","survey_execution","5"
"Vancouver Island & Mainland Inlets","Pink (odd)","Georgia Strait (odd)","Conservation Unit","922","survey_quality","3"
"Vancouver Island & Mainland Inlets","Pink (odd)","Nahwitti (odd)","Conservation Unit","924","catch_quality","3"
"Vancouver Island & Mainland Inlets","Pink (odd)","Nahwitti (odd)","Conservation Unit","924","dq_score","13"
"Vancouver Island & Mainland Inlets","Pink (odd)","Nahwitti (odd)","Conservation Unit","924","survey_coverage","2"
"Vancouver Island & Mainland Inlets","Pink (odd)","Nahwitti (odd)","Conservation Unit","924","survey_execution","3"
"Vancouver Island & Mainland Inlets","Pink (odd)","Nahwitti (odd)","Conservation Unit","924","survey_quality","5"
"Vancouver Island & Mainland Inlets","Pink (odd)","Southern Fjords (odd)","Conservation Unit","926","catch_quality","3"
"Vancouver Island & Mainland Inlets","Pink (odd)","Southern Fjords (odd)","Conservation Unit","926","dq_score","9"
"Vancouver Island & Mainland Inlets","Pink (odd)","Southern Fjords (odd)","Conservation Unit","926","survey_coverage","1"
"Vancouver Island & Mainland Inlets","Pink (odd)","Southern Fjords (odd)","Conservation Unit","926","survey_execution","2"
"Vancouver Island & Mainland Inlets","Pink (odd)","Southern Fjords (odd)","Conservation Unit","926","survey_quality","3"
"Vancouver Island & Mainland Inlets","Pink (odd)","West Vancouver Island (odd)","Conservation Unit","925","catch_quality","0"
"Vancouver Island & Mainland Inlets","Pink (odd)","West Vancouver Island (odd)","Conservation Unit","925","dq_score","0"
"Vancouver Island & Mainland Inlets","Pink (odd)","West Vancouver Island (odd)","Conservation Unit","925","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Pink (odd)","West Vancouver Island (odd)","Conservation Unit","925","survey_execution","0"
"Vancouver Island & Mainland Inlets","Pink (odd)","West Vancouver Island (odd)","Conservation Unit","925","survey_quality","0"
"Vancouver Island & Mainland Inlets","River sockeye","East Vancouver Island & Georgia Strait (river-type)","Conservation Unit","973","catch_quality","0"
"Vancouver Island & Mainland Inlets","River sockeye","East Vancouver Island & Georgia Strait (river-type)","Conservation Unit","973","dq_score","0"
"Vancouver Island & Mainland Inlets","River sockeye","East Vancouver Island & Georgia Strait (river-type)","Conservation Unit","973","survey_coverage","0"
"Vancouver Island & Mainland Inlets","River sockeye","East Vancouver Island & Georgia Strait (river-type)","Conservation Unit","973","survey_execution","0"
"Vancouver Island & Mainland Inlets","River sockeye","East Vancouver Island & Georgia Strait (river-type)","Conservation Unit","973","survey_quality","0"
"Vancouver Island & Mainland Inlets","River sockeye","NW Vancouver Island (river-type)","Conservation Unit","974","catch_quality","0"
"Vancouver Island & Mainland Inlets","River sockeye","NW Vancouver Island (river-type)","Conservation Unit","974","dq_score","0"
"Vancouver Island & Mainland Inlets","River sockeye","NW Vancouver Island (river-type)","Conservation Unit","974","survey_coverage","0"
"Vancouver Island & Mainland Inlets","River sockeye","NW Vancouver Island (river-type)","Conservation Unit","974","survey_execution","0"
"Vancouver Island & Mainland Inlets","River sockeye","NW Vancouver Island (river-type)","Conservation Unit","974","survey_quality","0"
"Vancouver Island & Mainland Inlets","River sockeye","Southern Fjords (river-type)","Conservation Unit","971","catch_quality","0"
"Vancouver Island & Mainland Inlets","River sockeye","Southern Fjords (river-type)","Conservation Unit","971","dq_score","0"
"Vancouver Island & Mainland Inlets","River sockeye","Southern Fjords (river-type)","Conservation Unit","971","survey_coverage","0"
"Vancouver Island & Mainland Inlets","River sockeye","Southern Fjords (river-type)","Conservation Unit","971","survey_execution","0"
"Vancouver Island & Mainland Inlets","River sockeye","Southern Fjords (river-type)","Conservation Unit","971","survey_quality","0"
"Vancouver Island & Mainland Inlets","River sockeye","West Vancouver Island (river-type)","Conservation Unit","972","catch_quality","0"
"Vancouver Island & Mainland Inlets","River sockeye","West Vancouver Island (river-type)","Conservation Unit","972","dq_score","0"
"Vancouver Island & Mainland Inlets","River sockeye","West Vancouver Island (river-type)","Conservation Unit","972","survey_coverage","0"
"Vancouver Island & Mainland Inlets","River sockeye","West Vancouver Island (river-type)","Conservation Unit","972","survey_execution","0"
"Vancouver Island & Mainland Inlets","River sockeye","West Vancouver Island (river-type)","Conservation Unit","972","survey_quality","0"
